Department,Sub Dept 1,Sub Dept 2,Course_Name,ID,Grade Level(s),Prerequisite,Description,Term
Classics,,,"War, Literature & Popular Culture: From Homer to the War on Terror (f)",38416,10th - 12th,None,"Why do Hollywood movies like Troy, 300, or The Hurt Locker fascinate contemporary audiences? Why is war a recurring topic in Western literature through the ages—from Homer to contemporary memoirs of American soldiers who served in Iraq and Afghanistan? Why have video games exploring facets of war, like Call of Duty, reached such a high degree of popularity?
 
This course will explore first the continuity of the phenomenon of war from classical to contemporary times. Second, it will investigate the classical roots of Western culture. (For instance, a discussion of Livy’s Second Punic War narrative, Rome’s war against Hannibal, explains how the Romans set the basis for the concept of “nation” and “citizenship” that we cherish in the United States.) Finally, it will take a closer look at artistic manifestations of war, namely in literature and film, but also in the popular culture of our 21st century, “globalized” world.
 
This is an interdisciplinary class involving English, the Classics, and History and will be team-taught by two faculty members. Readings may range from passages in translation of classical authors such as Homer, Herodotus, or Vergil, to 20th century writers like poet Wilfred Owen or novelist Ernest Hemingway. Knowledge of Latin is not a requirement, however, students with a Classics background will be able to integrate translation skills into the course.",Semester 1 - Fall
Engineering and Computer Science - GA,,,AP Computer Science A,76600,11th - 12th,"Departmental Approval and satisfy one of the following: complete either of GA’s Introduction to Computer Science courses, or concurrent enrollment in BC Calculus.","GA’s AP Computer Science course is for the student who likes to think about and tackle problems. The curriculum for AP Computer Science is based on the syllabus developed by the College Board. Our focus is on problem solving and algorithm development using the AP Java Language Subset as our tool kit. You will study programming methodology, algorithms, data structures, procedural and data abstraction, and object orientation.

Students will leave the course with a solid understanding of computer science as a field of study, the skills to write programs in Java and significant experience with problem solving and debugging. All essential skills for the 21st century no matter what you decide to study!",Full Year
Engineering and Computer Science - GA,,,AP Computer Science Principles,76620,9th - 12th,9th graders must be in Accel Geometry or above,"AP Computer Science Principles is designed for students with little or no programming experience and serves as an introduction to the field of computer science and programming. Students will learn the fundamentals of programming while beefing up their problem solving skills. They will learn to think like a computer scientist through applying logic and creativity to the design of programs for a variety of problems. They will learn to dismantle problems and approach them systematically on their own and in a collaborative environment - two essential skills. While this course is a springboard for the future study of computer science and engineering, its lessons will be applicable to a much broader set of fields.

This course also focuses on a much more diverse set of issues than just coding, including the use of programs to analyze data, the internet, the impact of technology on society, and a more in-depth discussion of algorithms. These topics allow students to engage with technology in an entirely different way than they are used to!",Full Year
Engineering and Computer Science - GA,,,Honors Engineering and Design I: Inventor's Workshop,36402,11th - 12th,"Departmental approval and pre-course survey
*This course is offered jointly through the Engineering & Computer Science and Visual Arts departments and will be listed under both departments","While Inventor’s Workshop focuses on design, building, digital fabrication, creative coding, programming microcontrollers, and electronics, it is not your typical engineering course. In this course you will be able to bring your personal design and engineering ideas to life. Held in GA’s E+D Lab and built around a collection of core projects, this course is designed to bring out the creative potential in every student. Our lab work is grounded in experimentation, possibilities, and documenting the process, as students narrow down their ideas towards a finished product. This honors level course will prepare students with all of the technical tools and problem solving skills needed for Engineering and Design II, as well as advanced design, interactive, and new media possibilities in the visual arts.",Full Year
Engineering and Computer Science - GA,,,Honors Engineering and Design II: Inventions that Make Life Better,36403,11th - 12th,"Honors Engineering and Design I (GA) 
*This course is offered jointly through the Engineering & Computer Science and Visual Arts departments and will be listed under both departments. ","This course is designed for students who have experience working with 2D and 3D design, digital fabrication, electronics and microcontrollers and would like to apply these skills to engineering problems of their design.  Students will engage with the cyclical engineering design process to come up with solutions to real-life problems.  Greenwich Academy’s Engineering and Design Lab offers state-of-the art fabrication machines and tools for building and prototyping their designs.  Over the course of the year, students will have the opportunity to present their work and receive feedback from community members and professionals working in the fields of art, design, and engineering.",Full Year
Engineering and Computer Science - GA,,,Honors Engineering Principles and Computing,76605,10th - 12th,AP Computer Science A and Departmental Approval,"This class is designed for students who enjoys their math and science courses, or students who have enjoyed their time in the Engineering & Design lab. This year-long, heavily project-based course will focus on applying skills students have gained in the introductory course to a variety of engineering topics. The course will feature four modules, each beginning with a traditional lecture component, followed by a series of guided and independent projects. Topics will include image and/or audio processing, physical computing, machine learning, and linear algebra and each module will introduce students to a fundamental engineering concept.",Full Year
Engineering and Computer Science - GA,,,Honors Seminar: Engineering & Computer Science ,76602,11th - 12th,AP Computer Science A and Departmental Approval,"This is an advanced topics course for those who love programming (or maybe just like it a lot), have completed AP Computer Science A and are interested in going further. Students enrolled in this course will tackle a variety of topics to build their problem solving skills and their knowledge of JavaScript, Java, and/or Python.  Topics will change year to year, including data structures and iOS Programming.",Full Year
Engineering and Computer Science - GA,,,Introduction to Computer Science: Art + Code (f),76615,9th - 12th,"None
","Would you love to make art in a new way and learn to code in the process? Designed to build a foundation in computer science fundamentals within the context of art-making practice, Introduction to CS: Art and Code, is a computer science/creative technologies course enabling students to use code as an expressive medium for creating and understanding art and engaging in digital creation as a way to understand algorithms.

Students will progress through a series of projects that will build skill and understanding of core programming concepts, including data types, conditional and loops, data structures, and functions.  Whether we are building projects on the web, or using laser cutting and 3D-printing for the making of coded works, the creations of this class will be expressed as digital or physical works to be shared and exhibited.  Assessments will be varied, including both projects and more traditional pen-and-paper work.

This entry level course will prepare students with all of the coding, problem solving, and debugging skills needed for AP Computer Science A, as well as equip students with a skill set in new media and creative coding in the visual arts.


",Semester 1 - Fall
Engineering and Computer Science - GA,,,Introduction to Computer Science: Art + Code (s),76616,9th - 12th,"None
",See course description under fall electives.,Semester 2 - Spring
Engineering and Computer Science - GA,,,Introduction to Computer Science: Science + Code (f),76617,9th - 12th,None,"Do you love science?  Would you like to understand how to leverage code to further your scientific understanding?  This course is designed to build a foundation in computer science fundamentals within the context of understanding scientific concepts. Students will use code to develop a deeper understanding of concepts in biology, chemistry, and physics while learning to code in the process.

Students will progress through a series of projects that build skill and understanding of core programming concepts, including data types, conditional and loops, data structures, and functions.  

This entry level course will prepare students with all of the coding, problem solving, and debugging skills needed for AP Computer Science A, as well as providing students a new skill set useful in any future science course!



",Semester 1 - Fall
Engineering and Computer Science - GA,,,Introduction to Computer Science: Science + Code (s),76618,9th - 12th,None,"See course description under fall electives.



















",Semester 2 - Spring
English,English XII: Senior Electives,,Breaking the Rules: Voices of Revolution,14025,12th,,"What happens when individuals – or literary characters – refuse to follow social rules and create their own path? In this class we will examine novels, plays, films, essays, and even some television shows that have pushed us to change the ways we see our world and ourselves. We’ll also look at the variety of approaches writers and filmmakers use to tell a story – breaking traditional rules and pushing the boundaries by communicating in original, innovative ways. The works will entertain and challenge as we delve into fiction and non-fiction featuring some notable literary rebels and non-conformists. Possible works include Beloved, Slaughterhouse Five, The Reluctant Fundamentalist, Invisible Man, The Bonfire of the Vanities, The Brief Wondrous Life of Oscar Wao, The Age of Innocence, Catch 22, Angels in America, Twilight Los Angeles, Mad Men, as well as films by Jane Campion, Spike Lee, Stanley Kubrick, and other filmmakers.",Full Year
English,English XII: Senior Electives,,Creative Writing,14016,12th,,"This course is an introduction to creative writing in its many forms. We will read and analyze great pieces of literature while simultaneously working on our own creative writing; students will develop their own literary and artistic sensibilities while grappling with the question of what makes good writing? The class will consider non- fiction, fiction, memoir, drama, screenwriting, and poetry as related disciplines, but the year will be divided into units according to these genres.
 
We will spend most of the first semester reading and writing poetry while also extensively studying song lyrics. In the second semester, we will mostly study short fiction and some of the great short story writers, eventually getting to some new fiction by living authors.
 
Throughout the course we will discuss issues of voice, imagery, tone, characterization, and the elements of narrative, dramatic, and lyric form. Students will work towards the creation of a multi-genre portfolio that will include workshopped, revised pieces to be considered for publication in literary magazines such as Brunswick’s The Oracle or Greenwich Academy’s Daedalus.",Full Year
English,English XII: Senior Electives,,Hemingway,14054,12th,,"Ernest Hemingway lives in the American consciousness like no other writer of the 20th century.  He once famously said, “In order to write about life first you must live it” —advice he took himself. War, big-game hunting, deep-sea fishing, love affairs: Hemingway mythologized his own macho life and turned it into art. We'll interrogate his texts and his life with questions like: to what extent is Hemingway's masculine ideal still operative today, is it healthy or toxic, how has our definition of masculinity evolved in the 21st century, and which writers are redefining our current conceptions of gender roles?  This course will also explore how Hemingway shaped (and was shaped by) literary Modernism by studying authors such as Sherwood Anderson, Gertrude Stein, William Faulkner, and Hemingway's “frenemy,” F. Scott Fitzgerald. Students should expect to write both critically and creatively during the year.  

Texts may include:  The Sun Also Rises, A Farewell to Arms, For Whom the Bell Tolls, The Old Man and the Sea, among others. We'll study contemporary authors, including: Richard Ford, Tobias Wolff, Raymond Carver, Elmore Leonard, and Jay McInerney. Films may include:  The Hurt Locker, The Perfect Storm, and A River Runs Through It.  This course will feature field trips.",Full Year
English,English XII: Senior Electives,,In Our Time: Contemporary Fiction,14030,12th,,"While studying ""The Classics""—the great artistic works of the rich and distant past—provides a necessary intellectual foundation for understanding literature, history, and culture, it is also exciting and interesting to experience and consider brilliant works created ""in our time,"" by artists of the Contemporary World. With this in mind, this course will explore ways in which contemporary novelists, screenwriters, and songwriters have expressed and are currently expressing themselves through their works. Texts may include: John Irving’s The World According to Garp (1979), Chuck Palanhiuk's psychological thriller Fight Club (1996), Dan Brown’s highly controversial The Da Vinci Code (2003), Cormac McCarthy’s Pulitzer prize-winning The Road (2005), and Alan Moore’s critically-acclaimed graphic novel V For Vendetta (1985). The course will also include units on contemporary screenplays by Frank Darabont (“The Shawshank Redemption”), Christopher Nolan (“Batman Begins”), and Diablo Cody (“Juno”), as well as a ""musical unit” in which we will study albums by Bob Dylan, Nirvana, Logic, J. Cole, and other musicians from “our time.”",Full Year
English,English XII: Senior Electives,,Journalistic Storytelling,14112,12th,,"How can we tell the stories of sports? How can we use sports as a prism to view a much wider world of experience and emotion — or use storytelling to hit something inside people and move them — as former managing editor of Sports Illustrated Terry McDonell once suggested? In this senior elective, we will seek to do so by reading, writing, and discussing “all things sports,” analyzing the rhetorical strategies and techniques authors and journalists employ to tell a powerful story. We will read, write, and think about the players, places, and events of male and female sports, discussing essays, book excerpts, poems, stories, and pieces of journalism. In addition, we will view sports from our own personal lenses and focus on how they have transformed our own lives or the lives of those around us. Most important, we will work tirelessly to become more polished readers, writers, thinkers, and grammarians — using the art of sport as our guide as we share, critique, revise, and rewrite. It is often said that sports can represent a metaphor for life: In this class, we’ll dive in (head first) and search for the truth.
 
Possible texts and authors may include: David Remnick (editor), The Only Game in Town: Sportswriting from The New Yorker; David Halberstam (editor), The Best American Sports Writing of the Century; Wright Thompson (editor), The Best American Sports Writing 2015; Rob Fleder (editor), Sports Illustrated: Fifty Years of Great Writing; Roger Angell, Let Me Finish; John McPhee, A Sense of Where You Are: Bill Bradley at Princeton; Christine Brennan, Best Seat in the House: A Father, a Daughter, a Journey Through Sports, Andre Agassi, Open; Patricia O’Connor, Woe Is I: The Grammarphobe's Guide to Better English in Plain English; along with selections from male and female writers including John Updike, Sally Jenkins, Malcolm Gladwell, Joyce Carol Oates, Dan Jenkins, Frank Deford, Melissa Ludtke, Rick Reilly, Susan Orlean, Leigh Montville, Roy Blount Jr., George Plimpton, and many more.",Full Year
English,English XII: Senior Electives,,Mind Over Matter: Athletes as Heroes in History and Literature,14055,12th,,"Athletes have been honored as heroes since the first Olympiad. From Pindar’s odes to the present day, writers have celebrated men and women who challenge themselves in sporting events.  As organized competitions have taken an increasing amount of the cultural and political spotlight, the exploits of these athletes have in some cases reached the level of legend and myth. Names like Michael Jordan, Muhammed Ali, Michael Phelps and Lionel Messi are just a few that come to mind. Yet one of the lessons of history is that there are some figures who become legends while others—even those who have made great athletic or cultural contributions—have toiled without due recognition or been consigned to relative oblivion. This course will examine the contributions of a variety of athletes who reached the pinnacle of success in their respective sports, but special attention will be paid to those who made contributions to their societies and to history itself.  Joe Rantz, Louis Zamperini, Gino Bartali, Billy Mills, Wilma Rudolph, are a just a few of the less-heralded athletes we will focus on. Beyond their athletic achievements, each of these individuals persevered in the face of extraordinary adversity and within the difficult historical context in which they lived—whether it was during the Great Depression, World War II, or the Civil Rights Movement.  In addition, novels such as Bernard Malamud’s The Natural and screenplays focusing on athletes such as Martin Scorsese’s Raging Bull will be examined.

This course will examine different forms of storytelling in literature through analyzing biographies, autobiographies, screenplays and novels while focusing on themes such as perseverance, agony of defeat, competition, doubt and confidence. It will also seek to define what it means to be a hero in sports, how these sports heroes are the same or different from the archetypal heroes of classical literature, and how these athletes have wielded influence or inspired generations; it will also take a close look at their personal lives and the psyches in order to assess what made them great. During the third quarter, students will conduct research and write an essay on an athlete of their own choosing.",Full Year
English,English XII: Senior Electives,,On the Road: A Journey Across America,14056,12th,,"In Travels with Charley, a memoir about a road trip across America with his dog, John Steinbeck wrote that “Nearly every American hungers to move.” What is it about the propensity for travel – across our own country, in particular – that feels so inherently American? Is it a desire for freedom? And is the open road always able to provide the liberation, hope, and opportunity that it has come to represent in American mythology? These are just a few of the questions that we will consider as we journey together through American history and across its landscape. We’ll drive a jalopy to California with the Joads while reading The Grapes of Wrath; we’ll head down south with William Faulkner’s As I Lay Dying and Jesmyn Ward’s Sing, Unburied, Sing; and we’ll take a trip to a post-apocalyptic future in Cormac McCarthy’s The Road. We will also seek to challenge traditional road trip narratives by considering issues of forced migration, with texts like The Underground Railroad and Lost Children Archive, a 2019 novel about the crisis at the U.S. border with Mexico.

Other possible texts include Jon Krakauer’s Into the Wild, Emily St. John Mandel’s Station Eleven, and Jade Chang’s The Wangs vs. the World. We will supplement our work by reading the poetry and essays of writers like Joan Didion, Walt Whitman, Henry David Thoreau, and Sarah Vowell, and by watching films that might include Thelma & Louise, Almost Famous, Nomadland, and Little Miss Sunshine.",Full Year
English,English XII: Senior Electives,,"Other Worlds: Fantasy, World Building, and the Reader's Imagination",14052,12th,,"Open the front cover of a book from The Lord of the Rings series, and you’ll find a map – one that might, at first glance, look like it belongs in an antique World Atlas. But linger for a moment and you’ll discover the intricate geography of a world entirely separate from our own: Middle Earth. It – like the worlds of Harry Potter, of Game of Thrones, of the Marvel superheroes, Narnia, Star Trek, and Snow White – has a landscape, a culture, and a language entirely its own. So how does a writer build a world? This course will consider the ways authors discover, design, and develop rich imaginary worlds and convey them to their readers. We’ll look at the roots of the tradition of world building in mythology, fable, and fairytale, and trace them right up through contemporary fantasy worlds like Hogwarts and Wakanda. We’ll also ask ourselves: what can a look through the prism of a fantasy world tell us about our own?
Works will include: The Lion, the Witch, and the Wardrobe, A Wizard of Earthsea, The Hobbit, Harry Potter and the Sorcerer’s Stone; stories from Greek mythology, as well as those by the Brothers Grimm, Hans Christian Andersen, Neil Gaiman, Nalo Hopkinson, Emma Donoghue, and NK Jemisin; and films such as Black Panther and Pan’s Labyrinth.",Full Year
English,English XII: Senior Electives,,Philosophy and Literature,14120,12th,,"Though literature predates philosophy, there is nevertheless an important fraternal relationship between the two humanistic fields (though like some other siblings, their differences often lead to conflict).  Philosophy asks the big questions upfront and tries to find solutions, often by rigorous and analytical argument; literature more often sees how human beings (or Neanderthals or Androids) manage to live with those same questions—sometimes rationally, sometimes passionately.
 
We’ll begin with Plato, one of the most literary of philosophers, whose idealistic philosophy has influenced so many writers, considering some of the important questions he asks: What is the good life? What is virtue? How are the human soul and the ideal political state best framed? What is the function of art (literary, visual, musical)? We shall also read writers influenced by Platonic thinking, from Thomas More to Thomas Mann and Iris Murdoch.  We’ll then consider Aristotle’s more scientific and relativistic perspective, considering how his influence—especially on character—can be traced in literary works from ancient times to the present, from Euripides to Shakespeare to Stoppard.
 
 During the third quarter we shall consider Friedrich Nietzsche’s philosophy and its impact on nihilistic and existentialist thinking in such writers as Dostoevsky, Camus, and Sartre. Finally in the spring we’ll consider the role scientific and language-centered philosophies have had on post-modern conceptions of time, chaos theory, and the development of technology and ideas of the multiverse, drawing on writers including Kazuo Ishiguro, Philip K. Dick, Neal Stephenson, William Golding, and C.S. Lewis.",Full Year
English,English XII: Senior Electives,,Revolutionary Joy,14122,12th,,"In this class, we’ll explore the idea of joy as a revolutionary act. We will look at the stories of people and communities who insist on expressing and reclaiming their joy as an act of resistance against the forces of oppression. The foundational unit for this course will be a deep dive into the creation of Hip Hop as an art form and culture that prioritized pure, unapologetic fun in one of the poorest and most segregated communities in America. After that, we’ll explore everything from radical queer resistance in books such as The House of Impossible Beauties and films like Paris Burning to the power of women celebrating each other in works such as The Women of Brewster Place and Lemonade by Beyonce. By examining different genres of literature, music and art, we will seek to answer the following essential questions: what does joy look like in the face of seemingly insurmountable oppression? What is the relationship between expressions of anger and expressions of self love? And how can joy actually be used as a tool for liberation?",Full Year
English,English XII: Senior Electives,,Russian Literature: The Soul on the Steppe,14046,12th,,"Ian Frazier once humorously called Russia, “the greatest horrible country on earth” and Virginia Woolf likened reading Russian Literature to “seeing a naked man crawl from a train wreck.” How’s that for a starting point? Russia is an immense nation that has a habit of producing both brutal dictators and imaginative geniuses, often at the same time. Despite the adversity, it is difficult to find a period in history when another civilization produced an equal number of literary masterpieces as Russia’s “Golden Century” from 1815—1917. Russian literature burned hot: a hundred years of unparalleled brilliance and then, poof, it all went dark as Stalin rose to power in the wake of the Russian Revolution. We will focus on the literary giants Tolstoy, Dostoevsky, Gogol, Turgenev, Pushkin, and Chekov. We’ll travel to St. Petersburg to witness one of the most famous murders in all of literature, fall hopelessly in love in Yalta, stop in Moscow to meet a beautiful woman who pursues a disastrous affair, and drift across the Siberian steppe where Dostoevsky found both God and creative inspiration after a firing squad held a gun to his head.",Full Year
English,English XII: Senior Electives,,The Criminal Mind,14015,12th,,"Quick: think of a story that doesn’t have a crime in it. (See, it’s harder than you think.) This course will form a jury of sorts as we consider the role of crime committed in works of literature and film, both fiction and non-fiction. We will discuss the nature of crime and the motives of a variety of criminals. We will look at how writers choose to present their criminals and how these choices influence our reactions to them, sometimes in surprising ways. We will consider: Do great stories require great transgressions? Is it more satisfying when a mystery has an artful solution or when it lives on, unsolved, in our hearts and minds? Recent texts have included: Atonement, In Cold Blood, In the Lake of the Woods, Equus, The Talented Mr. Ripley, Medea and Glengarry Glen Ross; films such as Memento, Double Indemnity, and L.A. Confidential; and a mix of classic and contemporary short fiction.",Full Year
English,English XII: Senior Electives,,Theatre on Both Sides of the Pond: Page to Stage,14033,12th,,"This course will examine past and current American and British plays. The curriculum is determined by what is playing between New Haven and New York City. Students will study and go see a series of plays written on both sides of the Atlantic. Theater is a device to explore the collective conscience of a nation. Through the lenses of playwrights, we will look at the challenges and collective joys of the world around us. Comedies and tragedies abound in this class.
 
Playwrights we will be studying: Lin-Manuel Miranda, Stephen Sondheim, Tom Stoppard, Samuel Beckett, William Shakespeare, Tony Kushner, and Tennessee Williams, to name a few. Some of the plays we have seen: Hamilton, Book of Mormon, Sleep No More, Hamlet, Fun Home, Into the Woods, Arcadia, and many more.
 
**There will be an additional fee for tickets.",Full Year
English,,,AP English Literature and Composition (BR),13010,11th (Brunswick only),Departmental approval,"In the AP English Literature and Composition course, students devote themselves to the study of literary works written in—or translated into—English. Careful reading and critical analysis of such works of fiction, drama, and poetry provide rich opportunities for students to develop an appreciation of ways literature reflects and comments on a range of experiences, institutions, and social structures. Students will examine the choices literary writers make and the techniques they utilize to achieve purposes and generate meanings.  In addition to a variety of works of short fiction and poetry from authors from various eras and perspectives, various works of drama and longer narrative fiction will be studied. The literature studied may include works by Sophocles, Shakespeare, Tom Stoppard, Thomas Hardy, George Eliot, Herman Melville, William Faulkner, Virginia Woolf, Toni Morrison, and Iris Murdoch.",Full Year
English,,,English IX (BR),11008,9th,,"Continuing a longstanding Brunswick tradition, English 9 is an all-boys class taught around a Harkness table; it focuses primarily on stories depicting the journey to adulthood and maturity. Throughout the year, we will explore various novels, plays, poetry, and essays from around the world, beginning with the Ancient Greeks and ending in the 21st century. The course stresses the development of critical reading and thinking skills while challenging each boy to improve his writing. We also carry out a comprehensive study of grammar, vocabulary, and mechanics of essay writing. Core texts include: The Odyssey, The Catcher in the Rye, Henry IV, Part I, and Lord of the Flies. Other texts may include Brave New World, Persepolis, The Power of One, and The Hate U Give.",Full Year
English,,,English IX (GA),11006,9th,,"The ninth grade English course at Greenwich Academy has as its theme Seeing and Being Seen: Reading and Writing Women’s Stories. The course provides a foundation in the study of literature, helping students to develop the increasingly complex writing and thinking skills they will need in the Upper School. Writing instruction focuses on the analytical essay, emphasizing process (topic generation, thesis writing, evidence selection and interpretation, revision, editing, etc.), but students also write informal responses and creative pieces. Active reading, annotation, class discussions, and writing-to-learn assignments help students build complex interpretations of a variety of texts, while ongoing self-assessment and portfolio assignments help students identify strengths and set goals for their work in reading, writing, and discussion, becoming more independent learners in the process. Recent texts have included: Antigone, Pride and Prejudice, Twelfth Night, Little Fires Everywhere, Persepolis, The Catcher in the Rye, and The Hate U Give.",Full Year
English,,,English X,12000,10th,English 9 or equivalent,"English 10 traces American experiences as they are reflected in literature from the country’s colonial beginnings to the present day.  Students read works from a variety of genres and practice writing in many forms, with particular emphasis on the analytical essay. Grammar study arises out of students’ specific needs, and vocabulary is studied in context with the literary texts.  Core texts include:  The Crucible or Our Town, essays by Thoreau and Emerson, stories by Hawthorne and Poe, and The Great Gatsby.  Additional authors studied may include Twain, Whitehead, Cather, Douglass, Hurston, Hemingway, Tennessee Williams, Vonnegut, Highsmith, O’Brien, Kesey, and Alexie.",Full Year
English,,,English XI,13000,11th,English 10 or equivalent,"English 11 is primarily a study of the literature from the United Kingdom and its former colonies.  Students will read a variety of genres, from lyric poetry and short fiction to dramas and novels and non-fiction works.  Writing assignments will ask students to express their ideas in a variety of forms, from personal and analytical essays to creative fiction and poetry.  Core texts include: Oedipus the King, Macbeth or Othello, Dubliners, and Frankenstein or another nineteenth century British novel.  Other authors read may include: Chaucer, Dickens, Conrad, Orwell, McEwan, Coetzee, Kinkaid, Ishiguro, Lahiri, Soyinka, Hamid, and Kafka.",Full Year
English,,,Honors Seminar: English Literature,14014,11th - 12th,Departmental approval,"This honors English course, taken in addition to either a required English course or AP Spanish Literature, offers intensive study of more advanced works. Students will be challenged to become more independent, insightful readers and more forceful, artful writers with confident critical voices. Through study of narrative structure, form, and style, students will learn to discern and articulate authors' methods of making meaning through texts, themes, and concepts comparable to those that occur in college literature courses. Students in this course who wish to sit for the AP English Literature exam in the spring may do so, with the recommendation of the instructor. Application process to the English department includes a graded essay and a personal essay expressing interest in a more in- depth study of literature. The reading list for this course is in part a function of student interest. Past writers studied have included Shakespeare, Morrison, Dante, Hawthorne, Austen, Adichie, Hwang, and others.",Full Year
General Electives,,,Great Speeches (f),39050,10th - 12th,None,"Great oratory has often served both as a motor for change and an articulation of cultural values and aspirations. Be it John F. Kennedy's Inaugural Address or Margaret Chase Smith's plea for decency on the floor of the Senate in 1950, speaking to persuade incentivizes, inspires, and influences. This course will closely examine a set of important addresses delivered over the past 100 years. Students will examine the context, circumstances, and content of each speech examining tone, intent, and major message. Some examples of coverage may include addresses delivered by Franklin Roosevelt, Margaret Sanger, Steve Jobs, Elizabeth Glaser, Nelson Mandela and Jon Stewart. Access to materials will be textual, audio-visual, and digital. Students will also be asked to write their own persuasive address on a topic of their choice.",Semester 1 - Fall
General Electives,,,Impact of Technology: An Economic Perspective (f),38412,10th - 12th,None,"Technology advances drive commercial growth in the global economy. This course begins with a brief historical review of how major technological advances have shaped our economy. Each student will explore the impact of one of these advances in depth (examples range from the microprocessor to modern steel production).

A substantial majority of the course looks forward in time. Many future technology advances are likely to have a disruptive impact on the present economic environment. Our objective is to engage students in thinking about the future – and explore how these technologies will influence growth. Students will select a technology of focus, research its potential impact, and present their findings to the class.  Future technologies of interest include augmented reality, big data in a commercial setting, and various aspects of artificial intelligence.  The class will engage in formal and vigorous debate on a number of relevant topics.",Semester 1 - Fall
General Electives,,,Introduction to Journalism (f),36476,10th – 12th,None,"Journalism has transformed into an interdisciplinary endeavor. Writers produce content for digital and print media, news articles are translated into video, and social media has altered how audiences consume news. This elective will introduce students to the various career opportunities in this multifaceted industry. Over the semester, students will grow their creative and critical thinking skills, assess the news value of an event or situation, and develop their own story ideas. Projects will range from co-producing a podcast, designing a spread for the yearbook, writing articles for school newspapers, and directing and producing a broadcast news segment. By the end of the course, students will gain the ability to put together a story in a variety of formats. This course will utilize skills gained in previous English, Art and Film classes and will be co-taught by two faculty members. Projects will be both independent and collaborative and students will be assessed on their writing and creativity. What stories do you want to tell?",Semester 1 - Fall
General Electives,,,Persuasive Writing (s),39051,10th - 12th,None,"From the beginning of organized human societies, the ability to speak and argue persuasively has been shown to be a valuable accomplishment in many walks of life.  Certainly from the time of the Greek sophists in the 5th century B.C.E., it has been understood that the possession of valid knowledge may be less influential if it isn’t partnered with the ability to persuade others of its validity.  This course will examine rhetorical elements and strategies that are effective in creating persuasive arguments.  It will also focus on helping students incorporate these tools to develop their own talents for articulating clear claims and providing appropriate evidence in order to persuade an audience to agree or take a particular course of action both in essays and speeches. Attention will also be paid to the practical techniques of successful public oratory.

",Semester 2 - Spring
General Electives,,,"War, Literature & Popular Culture: From Homer to the War on Terror (f)",38416,10th - 12th,None,"Why do Hollywood movies like Troy, 300, or The Hurt Locker fascinate contemporary audiences? Why is war a recurring topic in Western literature through the ages—from Homer to contemporary memoirs of American soldiers who served in Iraq and Afghanistan? Why have videogames exploring facets of war, like Call of Duty, reached such a high degree of popularity?
 
This course will explore first the continuity of the phenomenon of war from classical to contemporary times. Second, it will investigate the classical roots of Western culture. (For instance, a discussion of Livy’s Second Punic War narrative, Rome’s war against Hannibal, explains how the Romans set the basis for the concept of “nation” and “citizenship” that we cherish in the United States.) Finally, it will take a closer look at artistic manifestations of war, namely in literature and film, but also in the popular culture of our 21st century, “globalized” world.
 
This is an interdisciplinary class involving English, the Classics, and History and will be team-taught by two faculty members. Readings may range from passages in translation of classical authors such as Homer, Herodotus, or Vergil, to 20th century writers like poet Wilfred Owen or novelist Ernest Hemingway. Knowledge of Latin is not a requirement, however, students with a Classics background will be able to integrate translation skills into the course.",Semester 1 - Fall
History,Advanced Placement - History,,AP Art History,36467,11th - 12th,"Departmental approval (see APPS)
*Fulfills departmental course requirement","This course explores the global history of art from the Prehistoric period to the present and prepares students for the AP Art History exam in May. Art historians study works of art in their specific cultural contexts and analyze the role of art in society. The AP Art History course explores the political, economic, religious, intellectual, and social conditions that account for artistic production. We examine artifacts from Europe, the Near East, Asia (including China, Japan, and India), Africa, the Americas, and the Pacific region. The course is interdisciplinary in nature, including considerations of archeology, patronage, materials, and conservation. We begin with the question of what constitutes “art,” then move from a study of ancient Egyptian pyramids, Greek temples, and Renaissance painting to an examination of African sculptures, Mayan pyramids, and Chinese bronzes. Expansive in scope and time, the course concludes with a study of global contemporary art. Students engage in analytical writing, public speaking through Power Point and Podcasts, and a variety of creative projects. Field trips to the Metropolitan Museum of Art, the Museum of Modern Art, and other museums and galleries complement the curriculum.",Full Year
History,Advanced Placement - History,,AP Comparative Government & Politics,36420,11th - 12th,"Departmental approval (see APPS)
*Fulfills departmental course requirement","AP Comparative Government and Politics will introduce the student to critical issues in 
contemporary and historical world politics. The course begins with a conceptual approach to political science through the introduction of themes such as power, political culture, and political organizations and institutions. Students use those themes to compare and to contrast the political experiences of specific nations. They examine Iran, Great Britain, Nigeria, Mexico, Russia and China and identify the characteristics of political systems that both distinguish and unite diverse countries. By the end of the course, students gain a stronger understanding of international issues of globalization, economic and political power, and political institutions.
THIS IS A GREAT CLASS FOR SOMEONE WHO: Is interested in politics outside of America, likes to discuss current global events and wishes to get to the philosophical core of different political theories.",Full Year
